radiculaire	radicular
factrice	postwoman
pan	flap
défaut	absence
croquis	sketch
priorité	priority
chlorate	chlorate
festivité	festivity
supraconducteur	superconductive
confiture	preserve
annoncer	portend
tacher	soil
porte	hinge
hiver	wintertime
tournoi	tournament
historicisme	historicism
susceptible	touchy
professeur	professor
amputer	amputate
insensiblement	insensitively
dénégation	denial
datif	dative
shocking	shocking
nerveusement	irritably
khan	khan
dysgraphie	dysgraphia
paléontologue	paleontologist
orgueil	pride
dégradation	degradation
gracile	gracile
flexible	flexible
mortinatalité	stillbirth
estropié	crippled
perquisitionner	search
complice	abettor
xénophobe	xenophobe
examiner	examine
calme	calmness
capturer	capture
effroyablement	fearsomely
acte	act
cultivar	cultivar
vacoa	pandan
gracieux	graceful
glycosidique	glycoside
composition	typesetting
haché	minced
apaisant	calming
décontaminer	decontaminate
suffisant	priggish
sévèrement	austerely
récuser	recuse
ultraléger	ultralight
moins	of
mythologique	mythological
mien	mine
indisponible	unavailable
horticulteur	horticulturist
clivage	cleavage
guider	conduct
attribution	ascription
porteur	holder
peuplement	settlement
saucisse	sausage
nichoir	birdhouse
pratiquement	practically
cochon	hog
eyalet	eyalet
trotter	trot
brander	brand
sombre	shadowy
sculpture	sculpture
lupus	lupus
flume	flume
tau	tau
charpenterie	woodwork
haha	haha
pharmacovigilance	pharmacovigilance
erronément	erroneously
embouchure	mouth
indifférent	apathetic
traverse	transom
inculte	uneducated
point	circle
chimique	chemical
locatif	locative
beauté	beautiful
géniteur	begetter
guichetier	turnkey
cèdre	cedar
vannier	basketmaker
banc	shoal
illusion	illusion
hafnium	hafnium
rempart	rampart
béatification	beatification
unicolore	unicolor
dreadlocks	dreadlocks
stratégiquement	strategically
réhabilitation	rehabilitation
chalcogène	chalcogen
mousson	monsoon
vider	empty
parallélogramme	parallelogram
doublage	dubbing
narration	narrative
aqueux	aqueous
pale	vane
frivole	futile
remuer	stir
rut	rut
foreuse	drill
misanthrope	misanthrope
céleri	celery
sparadrap	bandage
encornet	squid
bordure	kerb
rigoler	tease
fraternité	brotherhood
coexistence	coexistence
concentré	concentrated
khi	chi
coopérative	cooperative
grotte	grotto
libertin	libertine
eugénique	eugenic
éternuer	sneeze
aphasie	aphasia
bouclé	kinky
viscosimètre	viscometer
firmament	firmament
milord	milord
température	temperature
goûter	taste
vermicelle	vermicelli
radiesthésie	radiesthesia
indexation	indexing
cyclone	whirlwind
égayer	amuse
habile	resourceful
copeau	shaving
outrance	excess
machine	machine
skeet	skeet
pingouin	razorbill
repartie	repartee
savon	soap
eschatologique	eschatological
méthodologique	methodological
précaire	precarious
prostituer	pimp
entier	integer
obèse	obese
veuvage	widowhood
ingérable	unmanageable
prodigue	prodigal
pertinence	pertinence
fabuleux	fabulous
composite	composite
inéluctable	inevitable
adjectival	adjectival
mbalax	mbalax
tribulation	tribulation
mancala	mancala
conforme	similar
carburant	fuel
indolence	idleness
fanion	pennant
monomorphisme	monomorphism
réception	radio
fléchette	dart
parasitaire	parasitic
ordure	junk
couard	coward
falsifié	forged
consommer	consummate
appareil	gear
joyeux	merry
armement	weaponry
hameçon	fishhook
accessoire	accessory
intime	intimate
chevaucher	ride
cheeseburger	cheeseburger
trachée	trachea
propergol	propellant
poulaine	beakhead
soutien	support
gambusie	mosquitofish
microscope	microscope
banneret	banneret
roseraie	rose
glucosidase	glycosidase
hangeul	hangul
détonateur	detonator
contradictoire	contradictory
balafre	scar
optatif	optative
aileron	skeg
argile	earth
barque	bark
porcherie	piggery
énormément	enormously
broussaille	brush
salage	salting
hermétique	airtight
ici	here
changeur	changer
conque	conch
polycentrisme	polycentrism
inlassable	unremitting
logos	logos
signifiant	signifier
atrial	atrial
archange	archangel
épinette	spinet
gorger	gorge
nature	wildlife
étouffant	sultry
estrade	dais
sculpteur	sculpture
aveugle	blind
fémur	thighbone
spécialement	specially
fondamentalisme	fundamentalism
ferblantier	tinsmith
flanc	side
pinte	quart
nettoyeur	cleaner
curium	curium
locataire	tenant
engager	pawn
boussole	compass
néné	boob
excellemment	superbly
convertir	change
bleu	frosh
sagace	sagacious
pechblende	pitchblende
sevrer	wean
naphte	naphtha
hydromel	mead
louable	praiseworthy
subliminal	subliminal
captivité	captivity
expiation	expiation
décrire	describe
prieuré	priory
instance	instance
rispéridone	risperidone
décompter	deduct
exciter	heat
gogol	googol
patient	patient
palomino	palomino
recevoir	accept
unisexe	unisex
défense	defense
renom	renown
réemploi	reuse
balistique	ballistic
archidiacre	archdeacon
revêtement	lining
gyro	gyro
survaleur	goodwill
tergiverser	dither
stase	stasis
débander	unfasten
inclus	included
sabir	sabir
excommunication	excommunication
descente	downhill
ah	ah
remboursable	reimbursable
embêtant	annoying
crevette	shrimp
axiome	postulate
entre	betwixt
malveillant	malevolent
insondable	unfathomable
oléagineux	oleaginous
séné	senna
gentil	kind
charognard	scavenger
rassurer	reassure
réduire	minimize
galoche	galosh
photomicrographie	photomicrography
agencer	arrange
femme	spouse
divisible	divisible
sporadique	sporadic
orogénique	orogenic
autobiographique	autobiographical
enfreindre	violate
gentilhomme	gentleman
morose	morose
grenat	garnet
laïciser	secularize
littérateur	literati
murmurer	murmur
stalactite	icicle
rhombicuboctaèdre	rhombicuboctahedron
revivaliste	revivalist
tombée	fall
évangile	gospel
efficace	efficacious
intentionnaliste	intentionalist
ombre	eclipse
intoxiquer	intoxicate
cuve	vat
ensemble	whole
émuler	emulate
thèse	essay
succinct	succinct
septicémie	septicemia
préposé	attendant
frapper	knock
maussade	moody
terminologique	terminological
pittoresque	quaint
entrant	incoming
lynchage	lynching
cerf	roebuck
conchyliologie	conchology
numérisation	digitization
geôlier	jailer
schistosité	schistosity
axe	axis
stomatologie	stomatology
marche	moving
autodidaxie	autodidacticism
svelte	lithe
raphé	raphe
empreinte	imprint
sécurité	confidence
grise	grey
téléphonique	phone
éperonner	ram
unilatéral	unilateral
écluse	sluice
négation	denial
saut	leap
îlot	islet
fleuri	flowery
division	division
organisation	organisation
déraisonnablement	foolishly
prévu	expected
sabbatique	sabbatical
boisson	coffee
thrombus	thrombosis
intimisme	intimism
opulence	wealth
isolant	isolator
sinécure	sinecure
impressionnisme	impressionism
alcyon	halcyon
quinzième	fifteenth
bruyant	blustery
gitan	gypsy
insidieusement	insidiously
approvisionnement	provisioning
défavorable	unfavorable
inatteignable	unattainable
tortue	tortoise
marronnier	buckeye
abbatiat	abbacy
ramification	ramification
préexistence	preexistence
serpent	serpent
sas	lock
matrone	matron
dominante	dominant
heure	minute
xoanon	xoanon
stratagème	stratagem
super	copacetic
perspicace	perspicacious
dissoudre	dissolve
affection	endearment
fauvisme	fauvism
appui	support
balle	bullet
climax	climax
noblesse	nobility
corps	corps
effrayé	scared
cément	cementum
margay	margay
anchois	anchovy
confiance	trust
rabaisser	belittle
saupoudrer	sprinkle
mégatonne	megaton
ré	re
césure	caesura
acier	steel
minou	kitten
gouvernail	steer
butane	butane
endoscope	endoscope
fœtal	fetal
voûte	vault
bouquet	bouquet
trône	throne
heptagonal	heptagonal
apophatique	apophatic
deviner	guess
lapidation	lapidation
allergie	allergy
mâchoire	jaw
rhô	rho
commercialement	commercially
flamine	flamen
terrain	terrain
mitochondrial	mitochondrial
coré	kore
embellir	beautify
déprimer	depress
fantasme	fantasy
implicitement	implicitly
acrostiche	acrostic
sembler	appear
flibuste	freebooting
tancer	reprimand
congélateur	freezer
causalité	causality
tomber	fall
prédominance	prevalence
cousu	sewn
bureaucratie	bureaucracy
archer	archer
appréciation	appreciation
royaume	queen
artistement	artistically
séquestrer	sequester
positionner	position
kérygme	kerygma
divin	godlike
énième	nth
comique	comic
sucer	suck
triangle	triangular
nudité	nudity
marche	stair
tendu	tension
rade	harbor
détacher	untie
bandoulière	bandolier
positron	positron
fourreau	sheath
désobéir	disobey
centurie	century
dévaster	devastate
dodécagone	dodecagon
progressivement	progressively
sonore	aural
chercher	search
fifre	fife
sens	touch
mélanger	mingle
fable	fable
donataire	donee
caravelle	caravel
unicaméral	unicameral
aérodrome	aerodrome
instantanément	instantaneously
lier	tie
prédécesseur	ancestor
macrofaune	macrofauna
arrêter	stem
cladogramme	cladogram
légendaire	legendary
chaussée	roadway
jonglerie	juggling
monnaie	change
aiguiser	bevel
venimeux	poisonous
menthe	mint
stratigraphie	stratigraphy
interné	internee
déplorer	bemoan
doucement	easy
herbivore	herbivore
mendier	panhandle
synthétiser	synthesize
génotype	genotype
tonnerre	thunder
abdomen	abdomen
loriquet	lorikeet
numériquement	digitally
bravo	bravo
cordage	cordage
réticent	loath
hargneux	fractious
baraquement	barracks
quinquennat	quinquennium
beuglement	mooing
déshonorer	dishonor
blaxploitation	blaxploitation
préséance	priority
locavore	locavore
nonfiction	nonfiction
salivation	salivation
discret	inconspicuous
cippe	cippus
flagellation	flagellation
cargaison	shipment
pratiquant	churchgoer
obsidienne	obsidian
qilin	qilin
cancérogenèse	carcinogenesis
autotomie	autotomy
farrago	farrago
hypocritement	falsely
épenthétique	epenthetic
indignement	despicably
menu	menu
casserole	pot
émission	issuance
soulèvement	upheaval
radiodiffusion	broadcast
cimetière	graveyard
intaille	intaglio
expédier	expedite
étiologie	aetiology
amphore	amphora
omnidirectionnel	omnidirectional
docilité	docility
monophylie	monophyly
diapositive	slide
cabalistique	cabalistic
bosse	bonk
représailles	reprisal
supraconducteur	superconducting
cuisine	cuisine
isotope	isotope
tarentule	tarantula
moxa	moxa
sage	sage
gamma	gamma
attaché	attaché
aminoside	aminoglycoside
emménagogue	emmenagogue
échinococcose	echinococcosis
criard	garish
newton	newton
nuance	nuance
insolvable	insolvent
rêvé	dreamt
accréditation	accreditation
nécessairement	perforce
télédiffusion	broadcasting
gréeur	rigger
jugement	judge
portefeuille	wallet
anthelminthique	anthelmintic
occasion	circumstance
dépouillé	deprived
hélicon	helicon
réticent	unwilling
isolement	isolation
bouder	sulk
sirop	cordial
assemblée	gathering
prêtre	clergyman
ghât	ghat
typhus	typhus
don	flair
seringue	syringe
relativisation	relativization
tableau	draw
il	it
atomique	nuclear
giton	hustler
exarque	exarch
incapable	uncapable
blanchâtre	whitish
niveau	level
spectre	specter
hachis	hash
étourdir	daze
hypoxémie	hypoxemia
banditisme	banditry
inédit	time
insatisfaction	dissatisfaction
lavabo	washbasin
attenant	adjacent
transformation	transformed
baromètre	barometer
chérubin	cherubim
gaffe	gaffe
inévitable	inevitable
strophe	stanza
indice	clue
pose	pose
superviser	oversee
recycler	recycle
enquête	investigation
seille	bucket
énumérer	enumerate
réapprovisionner	replenish
population	people
ontique	ontic
hydrocéphalie	hydrocephalus
irréaliste	unrealistic
théorique	theoretical
intox	indoctrination
punir	sentence
dièse	sharp
consolidation	consolidation
hydratation	hydration
systématisation	systematization
denim	denim
cytosine	cytosine
faon	fawn
brassicole	brewing
suspensif	suspensive
tibia	shin
gazelle	gazelle
dictée	dictate
houppette	puff
sacoche	purse
fédéralisme	federalism
gnathostomes	gnathostome
lymphe	lymph
interroger	interrogate
ternaire	ternary
charpentier	carpenter
serrer	embrace
obséquieux	obsequious
journée	day
cireux	waxy
remords	remorse
traduction	translation
bellâtre	fop
pommade	balsam
eucaryote	eukaryotic
méthionine	methionine
pulpeux	busty
baronne	baronial
annuellement	annually
réussite	success
bactériostatique	bacteriostatic
palynologie	palynology
précairement	precariously
document	hypertext
initiateur	initiator
direct	substantive
lierre	ivy
cocasse	quirky
brouiller	confuse
milieu	middle
fois	times
trompe	proboscis
bocal	jar
modélisation	modeling
contreventement	bracing
crosse	crosier
imprimeur	printer
péjoratif	derogatory
rénine	renin
interministériel	interministerial
dendrochronologie	dendrochronology
bagou	glibness
restauration	restoration
kharadj	kharaj
pénalisation	penalization
artisanal	handcrafted
allée	road
chaussure	foot
méliphage	honeyeater
dalmatien	dalmatian
servocommande	servomechanism
altérite	regolith
étal	stand
stupéfié	thunderstruck
sériciculture	sericulture
cytogénétique	cytogenetic
préciser	specify
vital	vital
vocal	vocal
forge	forge
satisfaire	pay
squelette	skeleton
grièvement	grievously
gausser	taunt
brutal	brutal
grotesque	grotesque
polycyclique	polycyclic
riche	rich
palper	palpate
service	service
signet	bookmark
idiot	idiot
place	position
motocyclette	motorcycle
ostium	ostium
cosplay	cosplay
pageot	seabream
indium	indium
sommation	warning
stade	stadium
râpe	grater
politesse	civility
albinisme	albinism
apocrisiaire	apocrisiarius
sélénite	selenite
doubler	double
mastic	putty
bagage	luggage
zirconium	zirconium
provincial	provincial
escalier	stairway
orgueil	hubris
schismatique	schismatic
élégance	grace
pire	worse
occasionner	provoke
embrouiller	confuse
agricole	agricultural
impérial	imperial
constructeur	builder
radionucléide	radionuclide
cométaire	cometary
électrocardiographie	electrocardiography
lutin	goblin
duper	fool
représentation	representation
agame	agama
zeste	peel
viseur	gunsight
réflexif	reflexive
invariablement	invariably
écouteurs	earphones
ramequin	ramekin
brevetabilité	patentability
dinde	turkey
abject	despicable
tchador	chador
piquer	chit
édaphique	edaphic
parlementaire	parliamentarian
bannière	skyscraper
aéronef	flight
approvisionnement	supply
traitement	treatment
botaniste	botanist
bassin	pelvis
pessimisme	pessimism
source	fount
cadence	speed
rire	laugh
cléricalisme	clericalism
aléatoire	aleatory
évhémériste	euhemerist
chordés	chordate
imprévisible	unforeseeable
molybdène	molybdenum
décevoir	disappoint
supposé	supposed
offenser	insult
lutin	pixie
biotope	biotope
annales	annals
excessivement	excessively
vuvuzela	vuvuzela
revenu	revenue
xian	county
cepstre	cepstrum
glace	ice
chrysalide	pupa
analyse	deduction
palatalisation	palatalization
syntaxiquement	syntactically
fenouil	fennel
épancher	outpour
copie	copying
macroéconomie	macroeconomics
gianduja	gianduja
chère	cheer
épuisé	exhausted
tilleul	linden
paire	pair
gronder	lecture
hermine	stoat
autoriser	empower
spécial	special
supraconductivité	superconductivity
élégant	stylish
spirante	approximant
secundo	second
masse	lump
minet	cat
broyeur	macerator
expiatoire	expiatory
gaffe	goof
shimmy	shimmy
expat	expat
dérive	drift
neutropénie	neutropenia
match	match
plan	diagram
fief	fief
encyclique	encyclical
mérou	grouper
simplet	daft
recette	recipe
capybara	capybara
cabernet	cabernet
belote	belote
vérificateur	checker
solénoïde	solenoid
théâtral	theatrical
convaincant	convincing
panda	panda
portique	portico
conformément	correspondingly
dactyle	dactyl
fronce	wrinkle
intenter	bring
tractrice	tractrix
dépister	track
présumer	surmise
excroissance	excrescence
adjoindre	adjoin
épithète	attributive
frégate	frigatebird
coiffe	caul
de	from
dérouter	faze
écaille	scale
mésosome	mesosome
avoir	holding
frémir	tremble
célestine	celestine
chercheur	researcher
bénin	benign
diwan	diwan
hématopoïèse	hematopoiesis
messie	messiah
conquistador	conquistador
glaçon	icicle
philosophie	philosophy
rôle	scroll
condensation	condensation
